,class_names
15848,"Music,Musical instrument,Ukulele,Speech,Plucked string instrument"
15849,"Cash register,Speech"
15850,"Crying, sobbing,Wail, moan,Speech"
15851,"Music,Electronica,Outside, rural or natural"
15852,"Gunshot, gunfire,Cap gun"
15853,"Music,Lullaby"
15854,Spray
15855,"Cutlery, silverware,Dishes, pots, and pans"
15856,"Sine wave,Chirp tone"
15857,Snoring
15858,"Clicking,Speech,Inside, small room"
15859,"Harmonica,Wind instrument, woodwind instrument"
15860,"Railroad car, train wagon,Train horn,Rail transport,Train"
15861,"Boat, Water vehicle,Wind,Crowd,Ship,Wind noise (microphone)"
15862,"Music,Musical instrument,Opera,Orchestra,Wind instrument, woodwind instrument,Flute"
15863,Chirp tone
15864,"Clock,Bicycle bell"
15865,"Alarm clock,Alarm,Speech"
15866,"Smoke detector, smoke alarm,Beep, bleep,Speech,Inside, small room"
15867,"Sampler,Music,Pulse"
15868,"Humming,Music"
15869,"Music,Ambient music"
15870,"Cupboard open or close,Speech"
15871,"Harmonica,Wind instrument, woodwind instrument"
15872,"Wood block,Drum,Percussion"
15873,Bicycle
15874,"Keys jangling,Speech"
15875,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Clickety-clack"
15876,"Heart sounds, heartbeat,Heart murmur"
15877,"Whoosh, swoosh, swish"
15878,Crunch
15879,"Bus,Vehicle,Vehicle horn, car horn, honking"
15880,"Cello,Double bass,Violin, fiddle,Bowed string instrument"
15881,Buzzer
15882,Babbling
15883,"Theremin,Speech"
15884,"Slam,Outside, rural or natural"
15885,"Sigh,Speech"
15886,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train"
15887,"Jazz,Music"
15888,"Chatter,Speech"
15889,Radio
15890,"Drill,Tools,Power tool"
15891,"Marimba, xylophone,Glockenspiel,Mallet percussion"
15892,"Motorcycle,Music,Toot,Vehicle,Outside, urban or manmade"
15893,"Music,Buzz,Speech"
15894,Environmental noise
15895,"Siren,Civil defense siren"
15896,"Bus,Vehicle"
15897,Whir
15898,"Music,Angry music"
15899,"Music,Angry music"
15900,"Music,Domestic animals, pets,Dog,Growling,Animal"
15901,"Motor vehicle (road),Accelerating, revving, vroom,Car"
15902,Hair dryer
15903,"Music,Sonar"
15904,"Drum and bass,Electronic music,Music,Rapping,Hip hop music"
15905,"Drip,Speech,Outside, rural or natural"
15906,"Speech,Baby cry, infant cry"
15907,"Cello,Double bass,Violin, fiddle,Bowed string instrument"
15908,"Whispering,Speech"
15909,"Bird,Bird vocalization, bird call, bird song,Coo,Pigeon, dove"
15910,"Gospel music,Music"
15911,"Sampler,Music,Drum machine"
15912,"Toilet flush,Water"
15913,"Boat, Water vehicle,Waves, surf,Wind,Ocean,Ship,Wind noise (microphone)"
15914,Sidetone
15915,Patter
15916,"Motor vehicle (road),Power windows, electric windows,Vehicle,Speech,Car"
15917,"Music,Wail, moan"
15918,Orchestra
15919,"Heavy metal,Music"
15920,"Wind instrument, woodwind instrument,Shofar"
15921,"Speech,Drawer open or close"
15922,"Aircraft engine,Vehicle,Speech,Fixed-wing aircraft, airplane,Aircraft,Outside, urban or manmade"
15923,"Mantra,Humming"
15924,"Smash, crash,Whack, thwack"
15925,"Speech,Inside, public space"
15926,"Music,Sitar"
15927,"Cash register,Speech"
15928,Cacophony
15929,"Music,Bluegrass"
15930,"Music,Crackle"
15931,"Music,Sonar"
15932,Flap
15933,"Music,Whoop"
15934,Static
15935,Whistling
15936,"Fowl,Crowing, cock-a-doodle-doo,Cluck,Chicken, rooster"
15937,"Organ,Hammond organ"
15938,"Run,Speech,Outside, urban or manmade"
15939,"Doorbell,Domestic animals, pets,Ding-dong,Speech,Dog,Animal"
15940,Tuning fork
15941,Music of Africa
15942,"Burping, eructation"
15943,"Bird flight, flapping wings"
15944,Timpani
15945,"Snicker,Speech"
15946,"Music,Rattle (instrument)"
15947,Snoring
15948,"Organ,Hammond organ"
15949,"Power windows, electric windows"
15950,"Electric piano,Music,Musical instrument,Keyboard (musical),Piano,Synthesizer"
15951,Alarm
15952,"Filing (rasp),Rub,Wood"
15953,Gong
15954,"Dial tone,Telephone dialing, DTMF,Telephone,Speech"
15955,"Subway, metro, underground,Railroad car, train wagon,Train horn,Train whistle,Rail transport,Train"
15956,Beatboxing
15957,"Aircraft engine,Vehicle,Speech,Fixed-wing aircraft, airplane,Aircraft,Outside, urban or manmade"
15958,"Music of Asia,Music"
15959,"Typing,Music"
15960,Whir
15961,Coin (dropping)
15962,"Music of Africa,Music"
15963,Radio
15964,Cacophony
15965,Gasp
15966,"Pig,Speech,Animal"
15967,"Music,Shout,Speech"
15968,"Scissors,Speech"
15969,Mouse
15970,"Music,Rock music,Angry music"
15971,"House music,Dance music"
15972,"Shuffling cards,Speech"
15973,"Music,Squish,Speech"
15974,"Bicycle,Vehicle,Inside, small room"
15975,Hair dryer
15976,"Beep, bleep,Speech,Inside, small room"
15977,"Whale vocalization,Music"
15978,Zing
15979,Printer
15980,"Zipper (clothing),Microwave oven"
15981,"Motorcycle,Vehicle,Speech,Outside, rural or natural,Engine starting"
15982,"Fart,Music"
15983,"Bass guitar,Music,Rock and roll"
15984,"Cowbell,Livestock, farm animals, working animals"
15985,"Bagpipes,Wind instrument, woodwind instrument"
15986,Jingle bell
15987,"Speech,Bicycle bell"
15988,"Music,Buzz"
15989,Screaming
15990,"Sneeze,Wheeze,Speech"
15991,"Writing,Speech,Inside, small room"
15992,Hammer
15993,"Ice cream truck, ice cream van,Music"
15994,"Music,Telephone bell ringing"
15995,"Motor vehicle (road),Truck,Vehicle,Traffic noise, roadway noise"
15996,Coin (dropping)
15997,"Throbbing,Hum,Sound effect"
15998,"Music,Lullaby"
15999,"Jet engine,Speech"
16000,"Bagpipes,Wind instrument, woodwind instrument"
16001,"Music,Ding-dong,Speech"
16002,"Reverberation,Electronic music,Effects unit,Guitar,Music,Musical instrument,Synthesizer"
16003,"Echo,Guitar,Music,Musical instrument,Plucked string instrument,Inside, small room"
16004,Theme music
16005,"Domestic animals, pets,Bow-wow,Dog,Animal"
16006,Christmas music
16007,"Fart,Speech"
16008,Static
16009,"Wind chime,Marimba, xylophone,Glockenspiel"
16010,"Speech,Pink noise,Outside, urban or manmade"
16011,"Music,Wedding music"
16012,"Sheep,Speech,Dog,Roaring cats (lions, tigers),Growling,Animal"
16013,Chop
16014,Change ringing (campanology)
16015,"Chewing, mastication,Music,Mouse,Animal"
16016,Whale vocalization
16017,"Clicking,Speech"
16018,String section
16019,"Sawing,Wood"
16020,"Speech,Sewing machine"
16021,"Hoot,Owl"
16022,"Sink (filling or washing),Water tap, faucet,Water"
16023,Hands
16024,"Music,Music of Latin America,Salsa music"
16025,"Television,Speech"
16026,"Sampler,Music,Electronica"
16027,"Music,Dubstep,Drum machine"
16028,"Timpani,Music"
16029,"Steam whistle,Whistle"
16030,"Singing,Traditional music,Music"
16031,"Speech,Baby laughter"
16032,"Music,Splash, splatter"
16033,"Smoke detector, smoke alarm,Speech"
16034,"Music of Africa,Music"
16035,"Sliding door,Speech,Inside, small room"
16036,Noise
16037,"Snort,Speech"
16038,"Singing,Bang"
16039,"Gunshot, gunfire,Machine gun"
16040,"Squish,Speech"
16041,"Music,Tambourine"
16042,"Slam,Speech,Inside, small room"
16043,"Music,Music of Latin America,Salsa music"
16044,"Speech,Hands,Inside, small room"
16045,"Singing,Music,Female singing"
16046,"Wind chime,Chime"
16047,"Music,Soundtrack music"
16048,Fire
16049,"Music,Harmonic"
16050,"Music,Slosh,Speech,Outside, rural or natural"
16051,"Singing,Yodeling,Music"
16052,"Singing,Bang"
16053,"Cash register,Speech"
16054,"Motor vehicle (road),Engine,Walk, footsteps,Vehicle,Car"
16055,"Railroad car, train wagon,Train whistle,Rail transport,Steam,Train,Hiss,Clickety-clack,Sound effect"
16056,"Whale vocalization,Animal"
16057,"Motor vehicle (road),Rumble,Vehicle,Traffic noise, roadway noise,Car"
16058,"Music,Theremin"
16059,"Bouncing,Ping"
16060,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train"
16061,"Afrobeat,Music"
16062,"Music,Mandolin"
16063,Whistling
16064,"Water tap, faucet,Bathtub (filling or washing),Water"
16065,"Firecracker,Speech"
16066,"Sniff,Speech"
16067,"Music,Rhythm and blues"
16068,"Music,Trombone,Speech,Synthetic singing"
16069,"Jackhammer,Speech"
16070,"Mouse,Speech"
16071,Explosion
16072,"Cattle, bovinae,Moo,Livestock, farm animals, working animals"
16073,"Insect,Cricket"
16074,"Harmonica,Wind instrument, woodwind instrument"
16075,Finger snapping
16076,"Crow,Caw,Animal"
16077,Sine wave
16078,"Music,Rattle (instrument)"
16079,"Brass instrument,Foghorn,Musical instrument,Speech"
16080,"Doorbell,Telephone bell ringing,Ding-dong"
16081,"Keys jangling,Speech"
16082,"Beep, bleep,Speech"
16083,"Turkey,Fowl,Gobble"
16084,"Keys jangling,Speech"
16085,Bell
16086,Sneeze
16087,"Music,Yell,Inside, large room or hall"
16088,"Cat,Purr,Domestic animals, pets,Speech,Animal,Inside, small room"
16089,"Yodeling,Speech"
16090,"Organ,Hammond organ,Electronic organ"
16091,Jingle bell
16092,Pump (liquid)
16093,"Singing,Music,Tender music"
16094,"Music,Shuffle"
16095,"Wind chime,Chime"
16096,"Gurgling,Speech"
16097,"Cat,Domestic animals, pets,Wheeze,Animal"
16098,"Keys jangling,Speech"
16099,"Yodeling,Music,Musical instrument"
16100,Change ringing (campanology)
16101,"Dial tone,Speech"
16102,Steam whistle
16103,Sewing machine
16104,"Music,Theremin"
16105,"Wind chime,Chime"
16106,"Drill,Tools,Power tool"
16107,Crushing
16108,"Brass instrument,Saxophone"
16109,"Croak,Frog"
16110,"Speech,Sewing machine"
16111,"Bathtub (filling or washing),Water"
16112,"Aircraft engine,Vehicle,Fixed-wing aircraft, airplane,Aircraft,Outside, rural or natural"
16113,"Electric shaver, electric razor,Speech"
16114,"Drum,Drum roll,Rimshot,Snare drum,Bass drum,Percussion"
16115,"Speech,Crumpling, crinkling,Inside, small room"
16116,"Whimper,Speech"
16117,"Music,Psychedelic rock"
16118,Frying (food)
16119,Steam whistle
16120,"Gargling,Speech"
16121,"Conversation,Female speech, woman speaking,Speech"
16122,"Chink, clink,Speech"
16123,Change ringing (campanology)
16124,Applause
16125,"Music,Musical instrument,Tambourine"
16126,"Bicycle,Bicycle bell"
16127,"Music,Angry music"
16128,"Effects unit,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument"
16129,"Alarm,Speech"
16130,"Laughter,Baby laughter"
16131,"Music,Quack,Speech"
16132,"Siren,Civil defense siren"
16133,"Wind instrument, woodwind instrument,Flute"
16134,"Drill,Tools,Power tool"
16135,"Cat,Domestic animals, pets,Meow,Speech,Animal"
16136,"Boat, Water vehicle,Ocean,Sailboat, sailing ship"
16137,"Mechanical fan,Speech"
16138,"Bouncing,Vehicle,Speech,Car"
16139,"Gospel music,Music,Independent music"
16140,"Crack,Speech"
16141,Vacuum cleaner
16142,"Change ringing (campanology),Church bell"
16143,"Computer keyboard,Speech"
16144,"Railroad car, train wagon,Train whistle,Rail transport,Train"
16145,"Music,Dance music"
16146,"Telephone bell ringing,Speech"
16147,"Ambulance (siren),Car alarm,Emergency vehicle,Siren,Police car (siren)"
16148,"Insect,Mosquito,Frog,Fly, housefly"
16149,"Cymbal,Drum,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
16150,"Electric piano,Keyboard (musical),Piano"
16151,"Domestic animals, pets,Whimper,Animal"
16152,"Singing,Independent music"
16153,Rustling leaves
16154,"Music,Song,Tambourine"
16155,Scissors
16156,"Applause,Music,Speech,Steelpan"
16157,Cowbell
16158,"Walk, footsteps,Speech,Outside, rural or natural"
16159,"Heavy metal,Music,Punk rock,Progressive rock"
16160,"Mains hum,Hum"
16161,Arrow
16162,"Croak,Frog"
16163,"Speech,Boing,Inside, small room"
16164,"Music,Ding-dong,Outside, urban or manmade"
16165,"Whack, thwack"
16166,"Music,Angry music"
16167,"Vehicle,Tire squeal,Car,Race car, auto racing"
16168,"Fill (with liquid),Water,Speech"
16169,"Domestic animals, pets,Dog,Growling,Animal"
16170,Accordion
16171,Glass
16172,"Effects unit,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument"
16173,Waterfall
16174,"Disco,Music"
16175,Explosion
16176,"Bird flight, flapping wings"
16177,"Sanding,Rub"
16178,"Busy signal,Music"
16179,"Cattle, bovinae,Moo,Livestock, farm animals, working animals"
16180,"Music,Ding-dong"
16181,"Power windows, electric windows,Vehicle,Speech,Car"
16182,"Wind instrument, woodwind instrument,Flute"
16183,Foghorn
16184,Helicopter
16185,Boiling
16186,"Music,Soul music"
16187,Microwave oven
16188,"Silence,Music,Vibraphone"
16189,"Bark,Domestic animals, pets,Bow-wow,Speech,Dog,Animal"
16190,Boom
16191,"Electronic music,Music,Techno,Trance music,Soundtrack music"
16192,Breathing
16193,Ding-dong
16194,"Music,Music of Latin America,Salsa music"
16195,"Swing music,Music,Musical instrument,Accordion"
16196,Hair dryer
16197,"Music,Giggle,Speech"
16198,"Toilet flush,Gush"
16199,"Domestic animals, pets,Howl,Dog,Animal"
16200,Microwave oven
16201,"Canidae, dogs, wolves,Music,Domestic animals, pets,Speech,Dog,Animal"
16202,"Propeller, airscrew,Motorcycle,Vehicle"
16203,"Insect,Mosquito,Fly, housefly"
16204,"Tapping (guitar technique),Music"
16205,Psychedelic rock
16206,"Music,Quack,Speech"
16207,"Female speech, woman speaking,Speech"
16208,"Computer keyboard,Typing"
16209,"Air horn, truck horn,Vehicle,Vehicle horn, car horn, honking"
16210,"Boat, Water vehicle,Wind,Ship,Wind noise (microphone)"
16211,"Typing,Speech"
16212,"Applause,Speech"
16213,"Sneeze,Speech"
16214,"Brass instrument,French horn"
16215,"Slap, smack"
16216,Timpani
16217,"Harpsichord,Keyboard (musical)"
16218,"Hubbub, speech noise, speech babble,Vehicle,Speech,Outside, rural or natural"
16219,"Canidae, dogs, wolves,Domestic animals, pets,Howl,Dog,Animal"
16220,"Cowbell,Percussion"
16221,"Yodeling,Music"
16222,"Fowl,Crowing, cock-a-doodle-doo,Chicken, rooster"
16223,Hammer
16224,"Music,Musical instrument,Maraca"
16225,Theremin
16226,Chopping (food)
16227,"Bouncing,Speech"
16228,"Crowd,Battle cry,Cheering"
16229,"Sneeze,Hiccup,Speech"
16230,"New-age music,Folk music,Music,Musical instrument"
16231,Crunch
16232,"Music,Pink noise"
16233,"Computer keyboard,Speech"
16234,"Music,Reggae"
16235,"Splash, splatter,Water,Speech"
16236,"Smash, crash,Whack, thwack"
16237,"Cymbal,Drum,Drum kit,Drum roll,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
16238,"Rattle (instrument),Rattle,Speech,Inside, small room"
16239,"Sheep,Bleat,Speech"
16240,"Doorbell,Music,Speech"
16241,"Printer,Speech"
16242,"Telephone dialing, DTMF,Music"
16243,"Bird,Bird vocalization, bird call, bird song,Chirp, tweet"
16244,Tuning fork
16245,"Bicycle,Vehicle,Speech"
16246,"Whoosh, swoosh, swish"
16247,"Music,Speech,Sad music"
16248,"Plop,Speech"
16249,"Tearing,Inside, small room"
16250,"Engine knocking,Engine,Jet engine"
16251,Jingle bell
16252,"Door,Sliding door"
16253,"Burping, eructation,Speech,Outside, rural or natural"
16254,"Sneeze,Sigh"
16255,"Fowl,Bird flight, flapping wings,Cluck,Chicken, rooster"
16256,"Crowd,Battle cry"
16257,"Bird flight, flapping wings"
16258,"Slam,Speech"
16259,"Music,Field recording,Speech"
16260,"Beatboxing,Clapping"
16261,"Music,Music of Bollywood"
16262,"Speech,Throat clearing"
16263,Coin (dropping)
16264,"Music,Quack,Duck,Animal"
16265,"Conversation,Speech"
16266,Camera
16267,Snake
16268,"Toilet flush,Water"
16269,"Trickle, dribble,Livestock, farm animals, working animals,Animal"
16270,Clarinet
16271,"Gunshot, gunfire,Machine gun"
16272,Flamenco
16273,"Firecracker,Speech,Fireworks,Outside, urban or manmade"
16274,"Groan,Speech"
16275,"Music,Theremin"
16276,"Hoot,Owl"
16277,"Jingle, tinkle"
16278,"Music,Squeak"
16279,"Rain,Raindrop,Thunderstorm,Thunder"
16280,"Screaming,Speech"
16281,Arrow
16282,Squeal
16283,"Vehicle,Tire squeal,Car,Race car, auto racing"
16284,"House music,Music,Middle Eastern music"
16285,Trance music
16286,"Music,Angry music"
16287,Screaming
16288,"Radio,Speech"
16289,"Crow,Caw,Speech"
16290,"House music,Jingle (music),Music,Independent music,Speech,Soul music"
16291,"Zither,Pizzicato"
16292,"Firecracker,Outside, rural or natural"
16293,"Sink (filling or washing),Water tap, faucet,Water"
16294,"Hiccup,Speech"
16295,"Bark,Domestic animals, pets,Dog,Animal"
16296,"Speech,Camera"
16297,"Bass guitar,Tapping (guitar technique),Guitar,Music,Speech"
16298,Zipper (clothing)
16299,"Electric shaver, electric razor"
16300,"Music,A capella"
16301,"Music,Reggae"
16302,"Slap, smack"
16303,Frying (food)
16304,"Sonar,Synthesizer"
16305,"Gunshot, gunfire,Artillery fire"
16306,Writing
16307,"Music,Synthetic singing"
16308,Foghorn
16309,"Engine knocking,Chainsaw,Vibration,Engine,Tools,Idling,Vehicle,Power tool"
16310,Whistle
16311,"Cello,Double bass,Bowed string instrument"
16312,"Music,Lullaby"
16313,"Explosion,Gunshot, gunfire,Machine gun"
16314,"Sine wave,Tuning fork"
16315,"Lawn mower,Vehicle,Light engine (high frequency)"
16316,"Toothbrush,Speech"
16317,"Dial tone,Speech"
16318,"Music,Musical instrument,Theremin"
16319,"Electronic music,Music,Electronica"
16320,"Music of Bollywood,Sitar"
16321,Tubular bells
16322,Buzzer
16323,"Singing,Applause,Choir"
16324,"Thump, thud,Speech"
16325,Heart murmur
16326,Biting
16327,"Video game music,Music"
16328,"Music,Harmonic"
16329,Typewriter
16330,"Crowd,Cheering,Children shouting"
16331,"Field recording,Inside, public space,Outside, urban or manmade"
16332,Patter
16333,Clapping
16334,"Music,Female singing"
16335,"Domestic animals, pets,Speech,Dog,Growling,Animal"
16336,"Sine wave,Chirp tone"
16337,"Brass instrument,Saxophone"
16338,"Baby cry, infant cry"
16339,Mechanical fan
16340,"Gunshot, gunfire,Artillery fire"
16341,Printer
16342,"Burping, eructation"
16343,"Humming,Whispering"
16344,"Horse,Music,Speech,Animal,Outside, rural or natural"
16345,"Electronic organ,Music,Independent music"
16346,"Whack, thwack"
16347,"Singing,Country,Music,Bluegrass"
16348,"Music,Speech,Speech synthesizer"
16349,"Music,Shatter,Inside, large room or hall"
16350,"Didgeridoo,Music"
16351,"Goat,Livestock, farm animals, working animals,Animal"
16352,"Hiccup,Female speech, woman speaking,Music,Speech"
16353,Squish
16354,"Ringtone,Music"
16355,"Accelerating, revving, vroom,Car"
16356,"Whack, thwack"
16357,"Rustling leaves,Speech,Inside, large room or hall"
16358,"Tabla,Drum,Percussion"
16359,Sneeze
16360,"Crow,Caw,Speech,Animal"
16361,"Fusillade,Music,Speech"
16362,"Music,Angry music"
16363,"Laughter,Belly laugh,Speech"
16364,"Music,Speech,Vocal music"
16365,"Music,Sad music"
16366,"Busy signal,Speech,Inside, small room"
16367,"Steam whistle,Steam,Hiss"
16368,"Cat,Purr"
16369,"Boat, Water vehicle,Wind,Sailboat, sailing ship,Wind noise (microphone)"
16370,"Wind instrument, woodwind instrument,Flute"
16371,"Sniff,Speech,Outside, rural or natural"
16372,"Music,Scary music"
16373,"Sink (filling or washing),Water tap, faucet,Water"
16374,"Creak,Gears,Mechanisms"
16375,"Speech,Clapping"
16376,"Dental drill, dentist's drill,Speech,Inside, small room"
16377,"Music,Salsa music"
16378,"Bass guitar,Guitar,Music,Plucked string instrument"
16379,"Rustling leaves,Speech,Outside, rural or natural"
16380,"Clock,Alarm clock,Bicycle bell"
16381,"Typing,Speech,Typewriter"
16382,"Tick-tock,Tick"
16383,"Male speech, man speaking,Duck,Speech"
16384,"Fire,Wind,Wind noise (microphone)"
16385,Typing
16386,"Aircraft engine,Vehicle,Speech,Fixed-wing aircraft, airplane,Aircraft,Outside, urban or manmade"
16387,"Siren,Civil defense siren"
16388,"Music,Bicycle bell"
16389,Belly laugh
16390,"Boat, Water vehicle,Air horn, truck horn,Vehicle horn, car horn, honking"
16391,Pulse
16392,"Electric guitar,Guitar,Heavy metal,Music,Musical instrument,Rock music,Speech,Progressive rock,Grunge,Plucked string instrument"
16393,"Bathtub (filling or washing),Water"
16394,Hair dryer
16395,"Music,Sonar"
16396,Arrow
16397,Synthetic singing
16398,Tap
16399,"Music,Chuckle, chortle,Speech"
16400,"Slap, smack"
16401,Scissors
16402,Squeak
16403,Swing music
16404,Computer keyboard
16405,Whispering
16406,"Conversation,Speech"
16407,"Turkey,Fowl,Gobble"
16408,"Crowd,Battle cry"
16409,"Music,Steel guitar, slide guitar"
16410,"Pump (liquid),Water"
16411,"Blues,Electric guitar,Guitar,Music,Musical instrument,Plucked string instrument"
16412,"Gunshot, gunfire,Cap gun"
16413,Soul music
16414,"Music,Music for children,Breaking"
16415,Crunch
16416,"Engine knocking,Engine,Vehicle"
16417,"Shuffle,Speech"
16418,"Domestic animals, pets,Run,Dog,Animal"
16419,"Gunshot, gunfire,Cap gun"
16420,"Music,Angry music"
16421,Fire alarm
16422,"Harp,Pizzicato"
16423,"Burping, eructation,Speech"
16424,"Effects unit,Music,Chorus effect"
16425,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Clickety-clack"
16426,Ska
16427,"Music,Music of Latin America,Salsa music"
16428,"Gunshot, gunfire,Artillery fire"
16429,"Canidae, dogs, wolves,Bark,Domestic animals, pets,Wheeze,Yip,Bow-wow,Dog,Growling,Animal,Inside, small room"
16430,Clang
16431,"Toothbrush,Speech"
16432,Rustle
16433,"Firecracker,Fireworks"
16434,"Guitar,Music,Musical instrument,Ukulele,Plucked string instrument"
16435,Cowbell
16436,"Tire squeal,Car"
16437,Patter
16438,"Organ,Hammond organ"
16439,"Music,Lullaby"
16440,"Rodents, rats, mice"
16441,"Cymbal,Drum,Drum kit,Hi-hat,Rimshot,Snare drum,Percussion"
16442,"Flamenco,Acoustic guitar,Music,Plucked string instrument"
16443,"Cutlery, silverware,Dishes, pots, and pans"
16444,"Music,Synthetic singing"
16445,Accordion
16446,"Speech,Fire alarm"
16447,"Cutlery, silverware,Dishes, pots, and pans"
16448,"Boat, Water vehicle,Waves, surf,Wind,Ocean,Sailboat, sailing ship,Wind noise (microphone)"
16449,"Music,Squeak"
16450,"Music,Rattle (instrument),Speech"
16451,"Female speech, woman speaking,Cupboard open or close,Speech"
16452,"Bus,Vehicle,Vehicle horn, car horn, honking,Speech"
16453,"Fowl,Honk,Goose"
16454,"Toot,Speech,Outside, urban or manmade,Outside, rural or natural"
16455,"Buzzer,Speech"
16456,"Coin (dropping),Ding"
16457,Reggae
16458,"Applause,Speech"
16459,"Music,Clapping"
16460,"Music,Electronica"
16461,"Pig,Animal"
16462,Sonar
16463,"Music,Fill (with liquid)"
16464,"Music,Scary music"
16465,Rattle
16466,"Music,Speech,Children playing,Outside, urban or manmade"
16467,Squawk
16468,Dial tone
16469,"Speech,Medium engine (mid frequency),Engine starting"
16470,"Scratching (performance technique),Music"
16471,"Boat, Water vehicle,Sailboat, sailing ship"
16472,Writing
16473,"Babbling,Music,Giggle,Speech,Baby cry, infant cry"
16474,"Music,Air horn, truck horn,Speech"
16475,"Disco,Electronic music,Music"
16476,"Brass instrument,Saxophone"
16477,Reggae
16478,"Music,Mandolin,Musical instrument,Plucked string instrument,Inside, small room"
16479,"Funk,Music,Exciting music"
16480,Car alarm
16481,"Explosion,Burst, pop"
16482,Crack
16483,Gong
16484,"Speech,Boiling"
16485,"Music,Speech,Music of Bollywood"
16486,Sine wave
16487,"Music,Bluegrass"
16488,"Crow,Caw,Animal"
16489,"Boat, Water vehicle,Rowboat, canoe, kayak"
16490,"Bird,Bird vocalization, bird call, bird song,Chirp, tweet"
16491,"Afrobeat,Singing,Music,Pop music"
16492,"Vibration,Engine,Truck,Vehicle"
16493,"Singing,Plucked string instrument,Vocal music"
16494,"Whack, thwack"
16495,"Air horn, truck horn,Vehicle horn, car horn, honking,Speech,Outside, urban or manmade"
16496,"Fire,Wind,Wind noise (microphone)"
16497,"Music,Sad music"
16498,"Music,Steelpan"
16499,"Zipper (clothing),Music"
16500,"Grunt,Speech"
16501,"Singing,Music,Opera,Classical music"
16502,"Firecracker,Outside, rural or natural"
16503,"Railroad car, train wagon,Train horn,Train whistle,Rail transport,Train,Toot,Vehicle,Vehicle horn, car horn, honking"
16504,"Music,Chorus effect"
16505,"Harp,Pizzicato"
16506,Humming
16507,Skateboard
16508,"Music,Lullaby,Speech"
16509,"Air conditioning,Beep, bleep"
16510,"Boat, Water vehicle,Wind,Sailboat, sailing ship,Wind noise (microphone)"
16511,"Brass instrument,French horn"
16512,"Speech,Crumpling, crinkling"
16513,Mouse
16514,"Music,Lullaby"
16515,Car passing by
16516,Noise
16517,"Organ,Electronic organ"
16518,"Slosh,Speech,Outside, rural or natural"
16519,Tire squeal
16520,Lawn mower
16521,"Music,Ambient music"
16522,"Harpsichord,Keyboard (musical)"
16523,"Buzzer,Bicycle bell"
16524,"Hiccup,Speech"
16525,Whip
16526,"Singing,Music,Happy music"
16527,"Air horn, truck horn,Vehicle horn, car horn, honking"
16528,"Basketball bounce,Speech"
16529,"Fart,Speech"
16530,"Fowl,Crowing, cock-a-doodle-doo,Cluck,Chicken, rooster"
16531,"Dental drill, dentist's drill,Speech,Inside, small room"
16532,"Slap, smack"
16533,"Music,Harmonic"
16534,Tuning fork
16535,"Shuffling cards,Speech"
16536,Theremin
16537,"Vehicle,Heavy engine (low frequency)"
16538,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
16539,"Sneeze,Female speech, woman speaking,Speech"
16540,"Cattle, bovinae,Moo,Livestock, farm animals, working animals"
16541,Sliding door
16542,"Motor vehicle (road),Idling,Accelerating, revving, vroom,Truck,Vehicle"
16543,"Pump (liquid),Gush"
16544,"Music,Independent music,Rock music,Progressive rock"
16545,Ska
16546,Gush
16547,"Music,Rattle"
16548,"Music,Speech,Exciting music"
16549,"Music,Toot,Vehicle,Vehicle horn, car horn, honking,Car"
16550,"Electric piano,Keyboard (musical),Piano"
16551,"Electric shaver, electric razor"
16552,"Fowl,Honk,Goose"
16553,"Computer keyboard,Typing"
16554,"Babbling,Speech"
16555,"Rodents, rats, mice,Patter"
16556,"Vehicle horn, car horn, honking,Speech,Outside, urban or manmade"
16557,"Ice cream truck, ice cream van,Music"
16558,"Music,Rumble,Speech"
16559,"Narration, monologue,Speech"
16560,"Fowl,Crowing, cock-a-doodle-doo,Cluck,Chicken, rooster"
16561,Hammer
16562,"Smoke detector, smoke alarm,Speech,Fire alarm"
16563,"Croak,Frog"
16564,"Music,Telephone bell ringing,Speech"
16565,"Bee, wasp, etc.,Insect,Fly, housefly"
16566,"Blues,Guitar,Music,Steel guitar, slide guitar"
16567,"Music,Yell,Speech"
16568,"Timpani,Music"
16569,"Music,Spray"
16570,"Clock,Music"
16571,"Gunshot, gunfire,Machine gun"
16572,"Boat, Water vehicle,Ship"
16573,"Fill (with liquid),Water,Speech"
16574,"Vehicle,Engine starting"
16575,Waterfall
16576,"Whimper,Speech,Baby cry, infant cry"
16577,"Laughter,Shout,Speech"
16578,"Music,Thump, thud,Speech"
16579,"Electronic music,Music,Dubstep,Electronic dance music"
16580,"Chewing, mastication,Biting"
16581,"Cymbal,Hi-hat"
16582,"Speech,Inside, public space"
16583,"Jingle, tinkle"
16584,"Propeller, airscrew,Vehicle,Fixed-wing aircraft, airplane,Aircraft"
16585,"Fill (with liquid),Inside, small room"
16586,"Organ,Electric piano,Hammond organ,Electronic organ,Keyboard (musical),Piano"
